,id,version,set_num
9340,14464,1,10166-1
9341,14465,1,K8383-1
9342,14467,1,6663-1
9343,14468,1,75913-1
9344,14469,1,k34432-1
9345,14471,1,1208-1
9346,14472,1,41027-1
9347,14473,1,10522-1
9348,14477,1,3844-1
9349,14481,1,7877-1
9350,14482,1,8001-1
9351,14484,1,30086-1
9352,14485,1,527-1
9353,14486,1,10190-1
9354,14488,1,8456-1
9355,14489,1,6423-1
9356,14490,1,71011-1
9357,14491,1,1716-1
9358,14492,1,2889-1
9359,14493,1,1967-2
9360,14494,1,4349-1
9361,14495,1,66366-1
9362,14496,1,4501-1
9363,14498,1,65808-1
9364,14499,1,2312-1
9365,14500,1,71012-15
9366,14501,1,71007-9
9367,14505,1,271-1
9368,14506,1,3837-1
9369,14507,1,8942-1
9370,14508,1,6138959-1
9371,14510,1,8934-1
9372,14511,1,850814-1
9373,14512,1,8715-1
9374,14513,1,60052-1
9375,14518,1,391301-1
9376,14521,1,10018-1
9377,14523,1,3707-1
9378,14524,1,65258-1
9379,14526,1,DC1-1
9380,14527,1,2112-1
9381,14528,1,70011-1
9382,14529,1,4010-1
9383,14531,1,7748-1
9384,14532,1,75039-1
9385,14533,1,3850-1
9386,14535,1,WISHINGWELL-1
9387,14536,1,5146-1
9388,14539,1,1204-1
9389,14540,1,9932-1
9390,14541,1,4838-1
9391,14543,1,40122-1
9392,14544,1,4145-1
9393,14545,1,2543-1
9394,14547,1,3424-1
9395,14549,1,45505-1
9396,14550,1,9891-1
9397,14551,1,23-1
9398,14552,1,3861-1
9399,14554,1,70330-1
9400,14556,1,5002424-1
9401,14558,1,9833-1
9402,14560,1,4221-1
9403,14561,1,3805-1
9404,14562,1,1195-1
9405,14564,1,10553-1
9406,14568,1,66409-1
9407,14569,1,8055-1
9408,14570,1,6915-1
9409,14573,1,8844-1
9410,14574,1,852535-1
9411,14575,1,1175-1
9412,14576,1,6164-1
9413,14578,1,71008-6
9414,14579,1,70737-1
9415,14580,1,3850017-1
9416,14581,1,75128-1
9417,14582,1,8847-1
9418,14583,1,3063-1
9419,14586,1,8049-1
9420,14589,1,6943-1
9421,14591,1,41017-1
9422,14592,1,9969-1
9423,14594,1,1300-1
9424,14596,1,COMCON008-1
9425,14598,1,5906-1
9426,14602,1,880-1
9427,14607,1,5100-1
9428,14608,1,1212-2
9429,14609,1,40064-1
9430,14610,1,5305-1
9431,14611,1,71218-1
9432,14614,1,6519-1
9433,14615,1,4899-1
9434,14616,1,5004420-1
9435,14618,1,1491-1
9436,14619,1,7018-1
9437,14620,1,20206-1
9438,14621,1,1626-1
9439,14622,1,70501-1
9440,14623,1,40000-1
9441,14624,1,4767-1
9442,14625,1,7711-1
9443,14628,1,4669-1
9444,14629,1,4770-1
9445,14630,1,6885-1
9446,14632,1,2230-1
9447,14633,1,71001-12
9448,14634,1,5976-1
9449,14635,1,889-1
9450,14636,1,7070-1
9451,14637,1,219-1
9452,14638,1,6919-1
9453,14639,1,7850-1
9454,14642,1,W098-1
9455,14644,1,70595-1
9456,14645,1,71011-13
9457,14646,1,1828-1
9458,14649,1,40055-1
9459,14650,1,5987-1
9460,14652,1,3065-1
9461,14653,1,4120-1
9462,14657,1,8843-1
9463,14658,1,794-1
9464,14659,1,70207-1
9465,14660,1,7267-1
9466,14662,1,4349-3
9467,14663,1,700.3A-2
9468,14664,1,991403-1
9469,14666,1,41088-1
9470,14667,1,7000-1
9471,14668,1,40078-1
9472,14670,1,10592-1
9473,14671,1,71013-7
9474,14673,1,6563-1
9475,14674,1,852922-1
9476,14675,1,111-2
9477,14676,1,1742-1
9478,14677,1,70129-1
9479,14680,1,991402-1
9480,14682,1,5320-1
9481,14683,1,8201-1
9482,14684,1,5015-1
9483,14686,1,k34433-1
9484,14687,1,1561-1
9485,14688,1,2075-1
9486,14689,1,8684-16
9487,14690,1,4192-1
9488,14691,1,70009-1
9489,14694,1,9668-1
9490,14695,1,71009-16
9491,14697,1,9396-1
9492,14701,1,6376-1
9493,14702,1,8805-7
9494,14704,1,70163-1
9495,14705,1,8059-1
9496,14706,1,40220-1
9497,14707,1,21307-1
9498,14708,1,7968-1
9499,14710,1,3850005-1
9500,14711,1,shell98small-1
9501,14713,1,6128-1
9502,14714,1,1954-2
9503,14715,1,79115-1
9504,14716,1,7582-1
9505,14717,1,TSUPER-1
9506,14720,1,7869-1
9507,14721,1,41561-1
9508,14722,1,5865-1
9509,14723,1,4627-1
9510,14724,1,6733-1
9511,14725,1,1868-1
9512,14726,1,8591-2
9513,14727,1,41551-1
9514,14729,1,6098-1
9515,14730,1,10036-1
9516,14731,1,70007-1
9517,14732,1,8876-1
9518,14734,1,41099-1
9519,14736,1,21012-1
9520,14737,1,4207-1
9521,14738,1,1424-1
9522,14739,1,7820-1
9523,14741,1,76057-1
9524,14742,1,5066-1
9525,14743,1,1560-3
9526,14744,1,1631-1
9527,14747,1,70811-1
9528,14749,1,4547-1
9529,14750,1,1890-1
9530,14751,1,7291-1
9531,14752,1,852708-1
9532,14753,1,3843-1
9533,14754,1,4659-1
9534,14755,1,853475-1
9535,14756,1,319-1
9536,14757,1,71007-1
9537,14759,1,2887-1
9538,14760,1,41115-1
9539,14761,1,626-2
9540,14767,1,9386-1
9541,14768,1,8192-1
9542,14770,1,30496-1
9543,14772,1,8756-1
9544,14774,1,1088-1
9545,14775,1,3188-1
9546,14778,1,41126-1
9547,14779,1,343-1
9548,14781,1,5868-1
9549,14782,1,271607-1
9550,14785,1,5080-1
9551,14786,1,4712-1
9552,14790,1,65716-1
9553,14791,1,116-1
9554,14793,1,545-1
9555,14794,1,1552-1
9556,14796,1,8047-1
9557,14797,1,8030-1
9558,14798,1,6784-1
9559,14800,1,414-4
9560,14801,1,6566-1
9561,14802,1,4206-2
9562,14803,1,4286025-1
9563,14804,1,9564-1
9564,14805,1,7913-1
9565,14806,1,10248-1
9566,14807,1,5396-1
9567,14810,1,44000-1
9568,14811,1,B004-1
9569,14812,1,K10124-1
9570,14813,1,7002-1
9571,14814,1,8702-1
9572,14815,1,214.1-1
9573,14817,1,970039-1
9574,14818,1,700.C.2-1
9575,14820,1,10500-1
9576,14822,1,K4480-1
9577,14824,1,9736-1
9578,14828,1,75048-1
9579,14830,1,8946-1
9580,14832,1,10111-1
9581,14834,1,7590-1
9582,14835,1,71258-1
9583,14837,1,75032-1
9584,14838,1,4090-1
9585,14839,1,7113-1
9586,14841,1,75916-1
9587,14842,1,8491-1
9588,14844,1,79008-1
9589,14845,1,6735-1
9590,14846,1,1219-1
9591,14847,1,3674-1
9592,14849,1,880002-3
9593,14852,1,200-4
9594,14855,1,540-3
9595,14857,1,5190-1
9596,14858,1,10218-1
9597,14861,1,6938-1
9598,14862,1,60115-1
9599,14863,1,71009-5
9600,14864,1,8167-1
9601,14868,1,10064-1
9602,14869,1,200-2
9603,14870,1,9866-1
9604,14872,1,340-1
9605,14873,1,8479-1
9606,14874,1,CELEB2015-1
9607,14875,1,5979-1
9608,14877,1,4820-1
9609,14878,1,5571-1
9610,14879,1,10510-1
9611,14882,1,30247-1
9612,14884,1,810-1
9613,14885,1,75903-1
9614,14886,1,430-1
9615,14887,1,3418-1
9616,14888,1,4556-1
9617,14889,1,31004-1
9618,14890,1,10573-1
9619,14891,1,8289-1
9620,14893,1,5002780-1
9621,14894,1,21-2
9622,14895,1,LWP03-1
9623,14898,1,28-1
9624,14899,1,6835-1
9625,14900,1,8300-1
9626,14902,1,40040-1
9627,14903,1,70755-1
9628,14905,1,5168-1
9629,14906,1,70127-1
9630,14908,1,1247-1
9631,14910,1,1278-1
9632,14912,1,7040-1
9633,14913,1,242B-1
9634,14915,1,3310-1
9635,14917,1,10660-1
9636,14918,1,40213-1
9637,14919,1,78579-1
9638,14921,1,K4611-1
9639,14923,1,5417-1
9640,14924,1,40033-1
9641,14926,1,2507-1
9642,14927,1,1746-1
9643,14928,1,1881-1
9644,14929,1,6236-1
9645,14931,1,66325-1
9646,14935,1,234-1
9647,14938,1,71014-6
9648,14939,1,1518-1
9649,14940,1,5846-1
9650,14941,1,5002423-1
9651,14942,1,KT407-1
9652,14948,1,850802-1
9653,14949,1,70145-1
9654,14950,1,9795-1
9655,14951,1,853148-1
9656,14952,1,60031-1
9657,14953,1,10065-1
9658,14954,1,K7417-1
9659,14956,1,70166-1
9660,14957,1,414-5
9661,14959,1,852848-1
9662,14960,1,8686-1
9663,14961,1,1256-1
9664,14962,1,5037-1
9665,14963,1,3850002-1
9666,14965,1,6816-1
9667,14966,1,852856-1
9668,14967,1,5145-1
9669,14969,1,603-3
9670,14972,1,31023-1
9671,14973,1,700K-1
9672,14974,1,MS1060-1
9673,14975,1,5410-1
9674,14976,1,30222-1
9675,14977,1,6677-1
9676,14978,1,6075-2
9677,14979,1,850598-1
9678,14980,1,324-2
9679,14981,1,8299-1
9680,14982,1,7659-1
9681,14986,1,730-1
9682,14987,1,2116-1
9683,14989,1,1728-1
9684,14991,1,5314-1
9685,14992,1,6529-1
9686,14993,1,5004603-1
9687,14994,1,8914-1
9688,14996,1,1732-1
9689,14997,1,4614607-1
9690,14999,1,K8647-1
9691,15002,1,71001-7
9692,15003,1,4986-1
9693,15005,1,4058-1
9694,15007,1,1133-1
9695,15008,1,307-2
9696,15010,1,KABTEC-1
9697,15011,1,8003-1
9698,15012,1,30000-1
9699,15013,1,LMG003-1
9700,15015,1,31044-1
9701,15016,1,C8504-1
9702,15019,1,K7204-1
9703,15020,1,3391-1
9704,15023,1,75050-1
9705,15024,1,71008-8
9706,15025,1,970008-1
9707,15026,1,3863-1
9708,15027,1,7858-1
9709,15028,1,8831-6
9710,15030,1,60121-1
9711,15031,1,8118-1
9712,15032,1,757-1
9713,15033,1,1616-1
9714,15034,1,KingofPrussia-1
9715,15035,1,6103-2
9716,15036,1,1593-1
9717,15037,1,101-3
9718,15039,1,2010-1
9719,15041,1,6387-1
9720,15042,1,10188-1
9721,15043,1,70503-1
9722,15044,1,5383-1
9723,15045,1,30422-1
9724,15046,1,6533-1
9725,15047,1,5235-1
9726,15048,1,6622-1
9727,15049,1,6398-1
9728,15050,1,71000-2
9729,15051,1,29-1
9730,15052,1,71014-8
9731,15055,1,HOUSTON-1
9732,15057,1,42034-1
9733,15059,1,8142-1
9734,15060,1,K8685-1
9735,15062,1,2000423-1
9736,15067,1,115-1
9737,15068,1,8833-8
9738,15069,1,71012-18
9739,15070,1,5622-1
9740,15075,1,1737-1
9741,15077,1,7546-1
9742,15080,1,KABCREAT-1
9743,15081,1,970675-1
9744,15082,1,7505-1
9745,15084,1,71000-6
9746,15085,1,442-1
9747,15086,1,70008-1
9748,15092,1,3829-1
9749,15093,1,801-1
9750,15094,1,1863-1
9751,15097,1,100-1
9752,15098,1,6322-1
9753,15099,1,600-2
9754,15100,1,6347-1
9755,15102,1,8780-1
9756,15103,1,3567-1
9757,15104,1,1916-1
9758,15105,1,3888-1
9759,15107,1,40196-1
9760,15108,1,9874-1
9761,15109,1,2123-1
9762,15110,1,70744-1
9763,15111,1,8588-3
9764,15113,1,41555-1
9765,15116,1,8908-1
9766,15117,1,8803-6
9767,15118,1,8709-1
9768,15119,1,850513-1
9769,15121,1,690-1
9770,15122,1,10080-1
9771,15123,1,5311-1
9772,15125,1,75909-1
9773,15126,1,2236-1
9774,15127,1,6925-1
9775,15130,1,41092-1
9776,15131,1,10221-1
9777,15134,1,9572-1
9778,15136,1,5942-1
9779,15138,1,30164-1
9780,15140,1,6595-1
9781,15141,1,3259-1
9782,15144,1,10667-1
9783,15146,1,71000-11
9784,15147,1,6861-2
9785,15150,1,1104-1
9786,15153,1,41140-1
9787,15154,1,1705-1
9788,15156,1,1090-1
9789,15157,1,4018-1
9790,15158,1,41087-1
9791,15159,1,1116-1
9792,15160,1,6209-1
9793,15161,1,6077-1
9794,15162,1,1761-1
9795,15163,1,40207-1
9796,15164,1,K4519-1
9797,15166,1,8785506-1
9798,15167,1,10802-1
9799,15169,1,6743-1
9800,15170,1,7416-1
9801,15172,1,3717-1
9802,15174,1,7567-1
9803,15175,1,6258-1
9804,15178,1,329-2
9805,15179,1,41501-1
9806,15181,1,5000438-1
9807,15184,1,970641-1
9808,15185,1,522-1
9809,15186,1,6736-1
9810,15187,1,21016-1
9811,15188,1,8794-1
9812,15189,1,2032-1
9813,15190,1,4000006-1
9814,15191,1,7832-1
9815,15192,1,66326-1
9816,15193,1,4915-1
9817,15194,1,8594-1
9818,15195,1,5405-1
9819,15199,1,71011-16
9820,15200,1,8588-2
9821,15201,1,4456-1
9822,15202,1,7865-1
9823,15203,1,45517-1
9824,15204,1,4614-1
9825,15205,1,9362-1
9826,15207,1,1913-1
9827,15213,1,5238-1
9828,15215,1,9311-1
9829,15216,1,6394-1
9830,15217,1,8684-10
9831,15219,1,41069-1
9832,15220,1,6547-1
9833,15222,1,MissionViejo-1
9834,15223,1,8282-1
9835,15224,1,2856227-1
9836,15225,1,741-1
9837,15226,1,1790-1
9838,15228,1,42066-1
9839,15229,1,7029-1
9840,15230,1,40211-1
9841,15233,1,40221-1
9842,15235,1,970687-1
9843,15236,1,4075-1
9844,15237,1,5239-1
9845,15238,1,4659018-1
9846,15240,1,7171-1
9847,15241,1,79117-1
9848,15242,1,850486-1
9849,15243,1,8909-3
9850,15247,1,5561-1
9851,15249,1,7037-1
9852,15252,1,3550-2
9853,15254,1,1906-1
9854,15256,1,7699-1
9855,15257,1,40042-1
9856,15259,1,7305-1
9857,15260,1,4534-1
9858,15261,1,8251-1
9859,15262,1,44017-1
9860,15263,1,1463-1
9861,15265,1,696-1
9862,15266,1,75034-1
9863,15267,1,4299-1
9864,15269,1,76027-1
9865,15270,1,1644-2
9866,15271,1,40043-1
9867,15272,1,6277-1
9868,15274,1,71017-6
9869,15275,1,71245-1
9870,15276,1,4704-1
9871,15277,1,6274-1
9872,15283,1,5573-1
9873,15287,1,6456-1
9874,15289,1,20009-1
9875,15290,1,1698-1
9876,15291,1,9544-1
9877,15292,1,6954-1
9878,15294,1,21002-1
9879,15295,1,1858-1
9880,15296,1,970653-1
9881,15298,1,7903-1
9882,15299,1,COMCON032-1
9883,15301,1,76038-1
9884,15302,1,41522-1
9885,15303,1,21023-1
9886,15304,1,K8688-1
9887,15305,1,4121-1
9888,15307,1,9455-1
9889,15308,1,9738-1
9890,15309,1,3841-1
9891,15311,1,30282-1
9892,15312,1,6055-1
9893,15313,1,139A-1
9894,15314,1,5243-1
9895,15315,1,336-1
9896,15317,1,4306-1
9897,15320,1,8422-1
9898,15321,1,1241-2
9899,15326,1,6698-1
9900,15329,1,44009-1
9901,15331,1,75826-1
9902,15332,1,7839-1
9903,15333,1,5372-1
9904,15334,1,5998-1
9905,15335,1,30183-1
9906,15336,1,6959-1
9907,15337,1,561411-1
9908,15338,1,8803-1
9909,15340,1,7190-1
9910,15345,1,7260-1
9911,15346,1,2157-1
9912,15347,1,70400-1
9913,15348,1,75130-1
9914,15349,1,10073-1
9915,15350,1,6806-1
9916,15351,1,4855-1
9917,15353,1,2-7
9918,15357,1,3340-1
9919,15359,1,4720-1
9920,15360,1,41578-1
9921,15361,1,4570-1
9922,15362,1,7245-2
9923,15363,1,70146-1
9924,15364,1,7939-1
9925,15365,1,4404-1
9926,15372,1,7409-1
9927,15374,1,4165-1
9928,15375,1,70733-1
9929,15376,1,45801-1
9930,15377,1,30471-1
9931,15380,1,850842-1
9932,15385,1,44001-1
9933,15386,1,4695-1
9934,15387,1,71013-13
9935,15388,1,789-1
9936,15389,1,70224-1
9937,15390,1,5268-1
9938,15393,1,9002953-1
9939,15395,1,431-1
9940,15396,1,8809-1
9941,15397,1,1119-1
9942,15398,1,4184-1
9943,15399,1,604-2
9944,15400,1,561510-1
9945,15401,1,4338-1
9946,15402,1,1213-1
9947,15404,1,8279-1
9948,15407,1,4840-1
9949,15408,1,9453-1
9950,15409,1,556-1
9951,15414,1,159-1
9952,15415,1,3427-1
9953,15416,1,1318-1
9954,15417,1,30294-1
9955,15418,1,30251-1
9956,15419,1,7145-1
9957,15420,1,10006-1
9958,15421,1,8878-1
9959,15423,1,8684-11
9960,15425,1,5181-1
9961,15426,1,5803-1
9962,15427,1,1112-1
9963,15429,1,30311-1
9964,15432,1,4768-1
9965,15433,1,7218-1
9966,15435,1,8277-1
9967,15438,1,1122-1
9968,15440,1,3146-1
9969,15441,1,561412-1
9970,15442,1,10602-1
9971,15444,1,8648-1
9972,15448,1,71010-8
9973,15449,1,2878-3
9974,15450,1,8074-1
9975,15453,1,1610-2
9976,15455,1,3862-1
9977,15458,1,7079-1
9978,15463,1,75040-1
9979,15465,1,7423-2
9980,15466,1,4032-5
9981,15467,1,6286-1
9982,15468,1,970042-1
9983,15469,1,75020-1
9984,15470,1,9468-1
9985,15475,1,20003-1
9986,15476,1,10229-1
9987,15477,1,1423-1
9988,15478,1,32-2
9989,15479,1,698-1
9990,15484,1,239-1
9991,15485,1,8141-1
9992,15486,1,7703-1
9993,15488,1,44022-1
9994,15490,1,2-10
9995,15491,1,42057-1
9996,15493,1,30013-1
9997,15497,1,21208-1
9998,15498,1,6043-1
9999,15500,1,NAA1030-1
10000,15501,1,3631-1
10001,15503,1,700.H-1
10002,15505,1,2881-1
10003,15506,1,9685-1
10004,15507,1,9515-1
10005,15509,1,10149-1
10006,15513,1,4705-1
10007,15514,1,8683-13
10008,15515,1,822-1
10009,15516,1,6340-1
10010,15519,1,K7283-1
10011,15520,1,7238-1
10012,15521,1,5814-1
10013,15523,1,1853-1
10014,15524,1,662-1
10015,15525,1,3645-1
10016,15526,1,4067-1
10017,15527,1,5273-1
10018,15528,1,3554-1
10019,15529,1,730-2
10020,15530,1,1516-1
10021,15531,1,853379-1
10022,15533,1,1152-1
10023,15535,1,633-1
10024,15536,1,9860-1
10025,15538,1,10246-1
10026,15539,1,COMCON042-1
10027,15542,1,10735-1
10028,15543,1,3818-1
10029,15544,1,5875-1
10030,15545,1,TRUXWING2-1
10031,15548,1,MS1049-1
10032,15550,1,4762-1
10033,15552,1,1-7
10034,15553,1,10242-2
10035,15554,1,418-3
10036,15555,1,5226-1
10037,15557,1,30025-1
10038,15558,1,5178-1
10039,15560,1,KABEXTREME-1
10040,15562,1,271608-1
10041,15563,1,20201-1
10042,15564,1,7873-1
10043,15566,1,40015-1
10044,15567,1,10155-1
10045,15568,1,9249-1
10046,15570,1,4232-1
10047,15571,1,7696-1
10048,15572,1,126-1
10049,15573,1,5785-1
10050,15575,1,891504-1
10051,15576,1,8244-1
10052,15577,1,6255-1
10053,15580,1,1676-1
10054,15581,1,3806-1
10055,15582,1,9605-1
10056,15583,1,681-1
10057,15585,1,SAARBRUCKEN-1
10058,15586,1,417-4
10059,15587,1,70323-1
10060,15588,1,41552-1
10061,15589,1,30231-1
10062,15591,1,71002-5
10063,15593,1,4677-1
10064,15594,1,78675-1
10065,15595,1,40138-1
10066,15596,1,1740-1
10067,15598,1,7949-1
10068,15599,1,10223-1
10069,15600,1,10152-2
10070,15601,1,7944-1
10071,15602,1,6688-1
10072,15605,1,41557-1
10073,15606,1,6545-1
10074,15608,1,8783-1
10075,15609,1,70735-1
10076,15610,1,5002125-1
10077,15611,1,604-1
10078,15614,1,7223-1
10079,15615,1,70136-1
10080,15616,1,7201-1
10081,15617,1,1099-1
10082,15619,1,661-1
10083,15620,1,1474-1
10084,15622,1,3598-1
10085,15624,1,10021-1
10086,15625,1,LWP05-1
10087,15628,1,6935-1
10088,15630,1,71000-14
10089,15631,1,5004556-1
10090,15632,1,575-2
10091,15633,1,7783-1
10092,15634,1,7322-1
10093,15635,1,6169-1
10094,15637,1,812-1
10095,15639,1,6833-1
10096,15640,1,10581-1
10097,15641,1,8811-1
10098,15642,1,1344-1
10099,15643,1,8528-1
10100,15645,1,42042-1
10101,15646,1,9499-1
10102,15648,1,3493-1
10103,15650,1,8855-1
10104,15651,1,7296-1
10105,15653,1,404-3
10106,15654,1,10053-1
10107,15655,1,8850-1
10108,15657,1,6262-1
10109,15659,1,20010-1
10110,15664,1,1212-1
10111,15665,1,3626-1
10112,15669,1,1819-1
10113,15671,1,645-1
10114,15672,1,2542-1
10115,15673,1,71000-3
10116,15674,1,6556-1
10117,15676,1,6163-1
10118,15678,1,1430-2
10119,15679,1,10599-1
10120,15680,1,Concord-1
10121,15681,1,8426-1
10122,15682,1,4463-1
10123,15683,1,8464-1
10124,15684,1,71009-6
10125,15686,1,1030-1
10126,15687,1,5981-1
10127,15688,1,76051-1
10128,15689,1,10703-1
10129,15690,1,1200M-1
10130,15691,1,30028-1
10131,15692,1,2233-1
10132,15694,1,66195-1
10133,15695,1,561601-1
10134,15696,1,970110-1
10135,15697,1,3505-1
10136,15698,1,6549-1
10137,15703,1,6872-1
10138,15704,1,7862-1
10139,15705,1,746-1
10140,15708,1,6983-1
10141,15711,1,4856-1
10142,15713,1,1880-1
10143,15714,1,8558-1
10144,15717,1,840-1
10145,15718,1,VP-3
10146,15719,1,2873-1
10147,15722,1,3068-1
10148,15723,1,7214-1
10149,15725,1,607-1
10150,15726,1,5004610-1
10151,15728,1,8247-1
10152,15729,1,5638-1
10153,15730,1,DCSHDVD2-1
10154,15731,1,7298-1
10155,15732,1,3345-1
10156,15733,1,10203-1
10157,15734,1,5003246-1
10158,15736,1,2884-1
10159,15737,1,1612-1
10160,15740,1,1791-1
10161,15742,1,4496-3
10162,15743,1,9389-1
10163,15744,1,K8111-1
10164,15745,1,216-1
10165,15746,1,9227-1
10166,15747,1,8364-1
10167,15749,1,7591-1
10168,15750,1,852750-1
10169,15751,1,6333-1
10170,15753,1,makepromo-1
10171,15754,1,852227-1
10172,15757,1,6528-1
10173,15759,1,241601-1
10174,15760,1,75052-1
10175,15761,1,3532-1
10176,15764,1,5813-1
10177,15765,1,1854-1
10178,15766,1,9556-1
10179,15767,1,7917-1
10180,15769,1,8740-1
10181,15770,1,8778-1
10182,15771,1,8107-1
10183,15772,1,1288-1
10184,15774,1,891501-1
10185,15776,1,K8741-1
10186,15777,1,5994-1
10187,15779,1,7930-1
10188,15782,1,8822-1
10189,15784,1,5826-1
10190,15786,1,30066-2
10191,15787,1,8683-15
10192,15790,1,71001-6
10193,15791,1,6689-1
10194,15792,1,7240-1
10195,15793,1,6131-1
10196,15794,1,30192-1
10197,15797,1,TRUNINJAGO-4
10198,15802,1,31032-1
10199,15803,1,5977-1
10200,15805,1,5541-1
10201,15806,1,22-1
10202,15807,1,6080-1
10203,15808,1,154-1
10204,15810,1,8189-1
10205,15813,1,10707-1
10206,15814,1,10185-1
10207,15815,1,4055-1
10208,15816,1,566-1
10209,15817,1,8891-1
10210,15818,1,5108-1
10211,15819,1,1287-1
10212,15820,1,281-2
10213,15821,1,6481-1
10214,15823,1,7262-1
10215,15824,1,40090-1
10216,15827,1,1522-1
10217,15828,1,30081-1
10218,15830,1,385-2
10219,15831,1,5001252-1
10220,15832,1,4271-1
10221,15833,1,5390-1
10222,15834,1,4412-1
10223,15836,1,31046-1
10224,15837,1,6999-1
10225,15839,1,6180-1
10226,15842,1,31029-1
10227,15844,1,5004601-1
10228,15845,1,4243534-1
10229,15846,1,850932-1
10230,15847,1,40091-1
10231,15849,1,75022-1
10232,15850,1,561612-1
10233,15851,1,6720-1
10234,15855,1,71012-5
10235,15856,1,10672-1
10236,15857,1,30008-1
10237,15858,1,1393-1
10238,15859,1,71017-18
10239,15860,1,8634-1
10240,15861,1,8564-1
10241,15863,1,10596-1
10242,15864,1,852551-1
10243,15865,1,663-1
10244,15868,1,8884-1
10245,15869,1,8029-1
10246,15872,1,41576-1
10247,15873,1,6008-1
10248,15874,1,8985-1
10249,15875,1,6497-1
10250,15876,1,7984-1
10251,15878,1,6248-1
10252,15881,1,45003-1
10253,15883,1,COMCON034-1
10254,15884,1,MS1038-1
10255,15885,1,30284-1
10256,15892,1,4484-1
10257,15893,1,COMCON023-1
10258,15894,1,75084-1
10259,15895,1,8568-1
10260,15896,1,4624-1
10261,15898,1,123-1
10262,15899,1,4239-1
10263,15903,1,5130-1
10264,15905,1,6374-1
10265,15907,1,4203-1
10266,15909,1,10666-1
10267,15911,1,45007-1
10268,15912,1,71010-6
10269,15913,1,5004102-1
10270,15918,1,71244-1
10271,15920,1,7424-2
10272,15922,1,20007-1
10273,15923,1,1901-2
10274,15925,1,6342-1
10275,15926,1,1551-2
10276,15928,1,6213-1
10277,15930,1,8123-1
10278,15931,1,7852-1
10279,15932,1,71313-1
10280,15933,1,41313-1
10281,15935,1,7693-1
10282,15938,1,1885-1
10283,15939,1,8350-1
10284,15940,1,850426-1
10285,15941,1,6617-1
10286,15942,1,7189-1
10287,15946,1,7206-1
10288,15947,1,9020-1
10289,15948,1,5946-1
10290,15949,1,8658-1
10291,15951,1,kkchrome-1
10292,15952,1,6075-1
10293,15953,1,2734-1
10294,15955,1,K7775-1
10295,15956,1,8785476-1
10296,15957,1,5580-1
10297,15960,1,5011-1
10298,15961,1,626-1
10299,15962,1,8591-1
10300,15963,1,10220-1
10301,15964,1,635-1
10302,15966,1,6074-1
10303,15967,1,6594-1
10304,15968,1,5891-1
10305,15969,1,40071-1
10306,15973,1,K10068-1
10307,15974,1,374-2
10308,15975,1,891507-1
10309,15976,1,891610-1
10310,15977,1,3032-1
10311,15979,1,fdp01-1
10312,15980,1,66194-1
10313,15981,1,6930-1
10314,15985,1,3305-1
10315,15987,1,30024-1
10316,15989,1,21125-1
10317,15990,1,KLLCA21-1
10318,15991,1,419-2
10319,15994,1,5682-1
10320,15996,1,652-2
10321,15997,1,4701-1
10322,15999,1,4502-1
10323,16000,1,401-2
10324,16004,1,1696-1
10325,16005,1,227-1
10326,16006,1,852715-1
10327,16007,1,4736-1
10328,16008,1,753-1
10329,16010,1,352-1
10330,16011,1,6416-1
10331,16012,1,8022-1
10332,16013,1,8106-1
10333,16014,1,8532-2
10334,16015,1,71007-14
10335,16016,1,1221-2
10336,16018,1,850457-1
10337,16020,1,1621-1
10338,16022,1,1110-1
10339,16023,1,66260-1
10340,16024,1,5539-1
10341,16025,1,8804-13
10342,16027,1,3851-1
10343,16029,1,VP-14
10344,16031,1,4124-1
10345,16032,1,1736-1
10346,16033,1,1872-1
10347,16034,1,K7734-1
10348,16036,1,6684-1
10349,16037,1,20204-1
10350,16040,1,TRUNINJAGO-2
10351,16041,1,590-1
10352,16042,1,0756682762-1
10353,16043,1,71316-1
10354,16045,1,1285-1
10355,16051,1,8972-1
10356,16052,1,5646-1
10357,16054,1,10060-1
10358,16055,1,42007-1
10359,16056,1,3602-1
10360,16057,1,b66de-01
10361,16059,1,7140-1
10362,16060,1,3056-1
10363,16064,1,4607-1
10364,16065,1,7902-1
10365,16066,1,7176-1
10366,16067,1,1464-1
10367,16069,1,314-1
10368,16070,1,322-3
10369,16071,1,10170-1
10370,16073,1,7718-1
10371,16074,1,293-1
10372,16075,1,970686-1
10373,16076,1,31036-1
10374,16077,1,5613-1
10375,16078,1,70223-1
10376,16079,1,6171-1
10377,16080,1,627-1
10378,16081,1,7097-1
10379,16084,1,7540-1
10380,16085,1,970624-1
10381,16086,1,395-1
10382,16087,1,2183-1
10383,16090,1,970116-1
10384,16091,1,5052-1
10385,16093,1,970658-1
10386,16095,1,8840-1
10387,16096,1,9005008-1
10388,16097,1,45304-1
10389,16098,1,4346-1
10390,16099,1,238-8
10391,16100,1,41580-1
10392,16101,1,4535-1
10393,16102,1,66365-1
10394,16104,1,7423-1
10395,16106,1,5002113-1
10396,16107,1,1526-1
10397,16108,1,4543-1
10398,16110,1,890-2
10399,16111,1,8217-1
10400,16113,1,2282-1
10401,16114,1,60146-1
10402,16115,1,4028-1
10403,16117,1,10202-1
10404,16118,1,1774-1
10405,16119,1,41045-1
10406,16122,1,301-1
10407,16123,1,5963-1
10408,16124,1,10684-1
10409,16125,1,10724-1
